account_id,customer_id,account_type,account_open_date,branch_id,account_status,balance
A001373,C00800,Savings,2020-05-17,B009,Active,399496.9
A001374,C00588,Business,2025-08-26,B010,Closed,496481.91
A001375,C00786,Business,2025-10-25,B005,Inactive,226193.01
A001376,C00667,Salary,2024-12-05,B002,Active,324272.09
A001377,C00465,Business,2022-10-29,B001,Inactive,287794.18
A001378,C00639,Business,2026-07-25,B001,Active,113389.74
A001379,C00155,Salary,2021-11-05,B004,Closed,337594.62
A001380,C00546,Business,2022-12-22,B004,Closed,462752.92
A001381,C00157,Current,2020-03-02,B003,Active,154932.35
A001382,C00027,Savings,2025-07-03,B003,Closed,174911.28
A001383,C00336,Salary,2025-11-10,B004,Closed,105194.82
A001384,C00168,Business,2023-03-29,B005,Active,468214.83
A001385,C00791,Salary,2024-03-14,B001,Active,438941.16
A001386,C00127,Business,2021-09-15,B001,Inactive,433898.86
A001387,C00390,Savings,2024-04-18,B008,Inactive,200189.92
A001388,C00790,Business,2024-04-30,B010,Active,47333.06
A001389,C00519,Savings,2024-09-02,B003,Active,61058.8
A001390,C00759,Salary,2021-02-24,B006,Inactive,96299.59
A001391,C00819,Salary,2025-08-14,B008,Inactive,254858.89
A001392,C00017,Savings,2021-07-06,B007,Inactive,200753.87
A001393,C00364,Salary,2025-07-07,B005,Active,217640.29
A001394,C00235,Savings,2023-04-07,B007,Inactive,8909.16
A001395,C00748,Salary,2023-07-22,B001,Active,423859.99
A001396,C00579,Savings,2024-08-24,B003,Closed,78723.4
A001397,C00781,Savings,2021-05-14,B001,Closed,401387.76
A001398,C00381,Business,2023-05-08,B003,Inactive,87037.57
A001399,C00989,Current,2020-10-26,B003,Inactive,439659.63
A001400,C00806,Current,2025-05-29,B001,Inactive,102834.37
A001401,C00641,Salary,2022-02-09,B005,Closed,161215.29
A001402,C00340,Savings,2026-05-07,B008,Active,367740.47
A001403,C00936,Business,2025-01-06,B001,Closed,189141.35
A001404,C00740,Current,2019-12-04,B003,Active,8454.29
A001405,C00095,Business,2024-02-20,B002,Active,484396.47
A001406,C00426,Business,2021-06-05,B003,Closed,404903.14
A001407,C00319,Business,2026-08-18,B008,Inactive,64971.11
A001408,C00375,Savings,2020-07-31,B008,Inactive,374610.74
A001409,C00201,Current,2020-03-25,B004,Closed,65774.0
A001410,C00231,Savings,2025-01-13,B002,Closed,202515.43
A001411,C00256,Current,2025-06-15,B005,Active,365285.11
A001412,C00337,Business,2023-04-05,B010,Closed,258935.27
A001413,C00779,Current,2023-08-24,B006,Inactive,188010.58
A001414,C00594,Savings,2025-01-03,B007,Closed,24961.2
A001415,C00187,Savings,2024-06-01,B003,Closed,18022.91
A001416,C00166,Business,2023-12-20,B006,Active,286471.28
A001417,C00879,Salary,2021-03-18,B004,Closed,434893.39
A001418,C00416,Business,2020-02-29,B004,Inactive,311034.97
A001419,C00451,Savings,2020-07-07,B005,Closed,384487.02
A001420,C00346,Current,2022-11-08,B005,Inactive,403687.26
A001421,C00791,Business,2021-03-03,B002,Closed,428250.98
A001422,C00270,Savings,2020-10-24,B006,Inactive,321504.05
A001423,C00130,Savings,2020-07-17,B004,Inactive,415208.9
A001424,C00564,Salary,2025-04-15,B003,Inactive,154208.17
A001425,C00567,Savings,2021-09-29,B009,Active,199381.49
A001426,C00200,Current,2020-11-27,B004,Active,100139.88
A001427,C00539,Current,2022-09-01,B010,Closed,262997.57
A001428,C00372,Current,2020-08-28,B009,Active,187861.59
A001429,C00697,Current,2025-07-06,B010,Active,421776.16
A001430,C00554,Business,2024-12-06,B004,Inactive,25407.18
A001431,C00304,Business,2022-02-21,B009,Inactive,446978.5
A001432,C00330,Current,2021-05-22,B005,Active,38360.37
A001433,C00685,Salary,2020-05-27,B004,Closed,306945.52
A001434,C00061,Business,2025-11-20,B003,Active,240985.13
A001435,C00783,Current,2024-11-02,B007,Active,323396.23
A001436,C00606,Current,2022-04-02,B004,Inactive,36195.29
A001437,C00144,Business,2023-07-16,B002,Closed,370087.84
A001438,C00211,Business,2024-12-07,B003,Closed,138459.68
A001439,C00012,Savings,2022-12-18,B009,Inactive,262596.24
A001440,C00483,Current,2019-12-04,B008,Inactive,411297.94
A001441,C00761,Business,2020-07-26,B003,Active,440233.21
A001442,C00897,Salary,2022-10-22,B001,Inactive,419150.75
A001443,C00116,Business,2023-10-09,B007,Closed,85059.55
A001444,C00777,Salary,2021-03-04,B004,Closed,52422.03
A001445,C00886,Salary,2019-12-02,B004,Closed,247771.37
A001446,C00432,Savings,2021-10-14,B002,Inactive,421320.17
A001447,C00927,Salary,2023-07-18,B009,Inactive,210403.03
A001448,C00366,Savings,2023-10-26,B001,Active,356834.71
A001449,C00249,Business,2021-03-11,B004,Closed,217449.75
A001450,C00107,Business,2023-08-28,B009,Closed,418868.6
A001451,C00622,Business,2022-06-03,B001,Closed,54791.04
A001452,C00590,Savings,2025-07-13,B002,Active,180989.71
A001453,C00835,Business,2021-11-27,B001,Inactive,323897.15
A001454,C00873,Business,2021-09-12,B010,Closed,19600.84
A001455,C00833,Business,2022-03-01,B001,Active,283898.07
A001456,C00646,Salary,2026-05-14,B002,Inactive,460414.18
A001457,C00747,Business,2026-04-26,B005,Inactive,409365.85
A001458,C00361,Current,2022-10-11,B005,Inactive,392071.19
A001459,C00470,Salary,2022-12-30,B003,Active,279680.4
A001460,C00664,Salary,2020-07-01,B007,Inactive,390703.14
A001461,C00865,Business,2024-09-15,B002,Inactive,176550.55
A001462,C00758,Current,2020-08-07,B006,Inactive,51547.79
A001463,C00655,Business,2025-08-15,B006,Closed,249099.15
A001464,C00775,Business,2024-07-19,B004,Inactive,428132.02
A001465,C00360,Salary,2021-03-11,B008,Inactive,377630.65
A001466,C00331,Savings,2024-09-29,B002,Active,291341.57
A001467,C00718,Salary,2020-12-16,B009,Closed,89776.14
A001468,C00204,Savings,2025-10-13,B002,Closed,299386.72
A001469,C00873,Salary,2022-02-05,B003,Closed,170741.81
A001470,C00407,Current,2022-09-01,B007,Active,422659.74
A001471,C00629,Savings,2023-05-05,B006,Active,221825.49
A001472,C00252,Current,2026-03-06,B005,Active,247751.97
A001473,C00252,Current,2024-03-07,B008,Closed,405951.14
A001474,C00013,Salary,2025-01-02,B004,Active,428908.14
A001475,C00859,Business,2021-03-20,B007,Closed,276061.85
A001476,C00197,Business,2020-04-07,B003,Closed,290866.91
A001477,C00910,Business,2020-03-07,B005,Closed,398601.87
A001478,C00823,Salary,2022-07-22,B007,Inactive,182892.75
A001479,C00328,Salary,2024-01-02,B002,Closed,68111.91
A001480,C00815,Current,2023-11-13,B002,Closed,354468.61
A001481,C00322,Savings,2020-08-19,B010,Active,360333.02
A001482,C00841,Current,2020-06-03,B008,Inactive,287555.32
A001483,C00472,Business,2026-01-15,B008,Closed,218655.94
A001484,C00023,Business,2024-09-18,B009,Closed,29715.34
A001485,C00489,Current,2022-09-27,B002,Closed,177851.72
A001486,C00584,Salary,2023-07-17,B001,Closed,299271.52
A001487,C00722,Current,2021-10-21,B007,Active,331238.61
A001488,C00552,Salary,2023-02-28,B006,Active,285358.83
A001489,C00969,Business,2020-12-09,B003,Closed,490109.1
A001490,C00323,Savings,2020-01-21,B010,Active,356344.74
A001491,C00602,Savings,2022-08-14,B002,Closed,32750.74
A001492,C00748,Current,2021-12-30,B004,Active,489911.19
A001493,C00856,Current,2024-08-16,B001,Closed,464484.26
A001494,C00340,Savings,2025-04-18,B002,Inactive,287427.44
A001495,C00825,Business,2022-04-17,B007,Closed,237729.37
A001496,C00188,Savings,2022-10-14,B005,Inactive,89528.06
A001497,C00901,Salary,2021-10-23,B008,Active,93098.62
A001498,C00206,Current,2022-02-18,B006,Closed,316870.66
A001499,C00463,Savings,2022-10-29,B009,Inactive,11179.98
A001500,C00571,Savings,2025-12-14,B006,Active,85088.04
