transaction_id,account_id,transaction_date,transaction_type,transaction_amount,currency,transaction_status,channel
T0009013,A000422,2026-02-08 19:50:15.530779,Payment,118960.34,INR,FAILED,ATM
T0009014,A000347,2026-02-04 06:15:24.530779,Transfer,83004.24,INR,SUCCESS,ATM
T0009015,A001159,2025-09-29 09:18:23.530779,Payment,135061.43,INR,FAILED,Mobile
T0009016,A000087,2025-12-31 14:03:38.530779,Transfer,17351.36,INR,PENDING,Mobile
T0009017,A000980,2026-03-30 02:48:24.530779,Payment,27681.88,INR,SUCCESS,Branch
T0009018,A000588,2026-05-12 20:54:37.530779,Transfer,77562.3,INR,PENDING,Mobile
T0009019,A000437,2026-05-09 13:12:38.530779,Withdrawal,68095.02,INR,SUCCESS,Online
T0009020,A001198,2025-08-03 05:31:45.530779,Interest,164524.4,INR,FAILED,ATM
T0009021,A000962,2026-09-17 09:18:02.530779,Deposit,41389.05,INR,SUCCESS,Branch
T0009022,A000785,2025-05-15 02:38:24.530779,Fee,10749.23,INR,SUCCESS,Branch
T0009023,A000553,2026-04-17 06:01:44.530779,Withdrawal,61385.29,INR,PENDING,Branch
T0009024,A000803,2026-07-05 15:22:15.530779,Interest,120520.44,INR,FAILED,Mobile
T0009025,A001163,2025-01-28 22:08:56.530779,Fee,134147.36,INR,PENDING,Online
T0009026,A001437,2026-04-07 16:55:14.530779,Transfer,151847.77,INR,SUCCESS,ATM
T0009027,A000616,2026-02-16 18:42:18.530779,Deposit,145984.74,INR,PENDING,ATM
T0009028,A000565,2026-02-27 06:06:23.530779,Payment,206509.8,INR,PENDING,Online
T0009029,A001069,2024-11-27 18:41:20.530779,Deposit,210274.55,INR,PENDING,ATM
T0009030,A000094,2025-11-04 15:52:47.530779,Interest,4595.07,INR,SUCCESS,Branch
T0009031,A001106,2026-05-29 07:14:51.530779,Transfer,122653.51,INR,PENDING,Online
T0009032,A000503,2024-10-20 13:51:31.530779,Payment,212414.66,INR,PENDING,Branch
T0009033,A001152,2025-03-11 01:59:44.530779,Transfer,9251.07,INR,SUCCESS,Mobile
T0009034,A000819,2025-10-27 01:47:28.530779,Withdrawal,76748.38,INR,FAILED,ATM
T0009035,A001253,2025-10-24 09:49:48.530779,Fee,243290.25,INR,PENDING,Online
T0009036,A000712,2025-01-12 16:45:40.530779,Withdrawal,205154.01,INR,SUCCESS,Online
T0009037,A000750,2024-12-02 15:58:10.530779,Transfer,6241.81,INR,PENDING,Mobile
T0009038,A001123,2025-08-19 15:48:33.530779,Deposit,72201.19,INR,SUCCESS,Branch
T0009039,A000156,2026-01-30 00:17:57.530779,Interest,90247.23,INR,SUCCESS,Branch
T0009040,A001356,2026-05-24 04:21:00.530779,Fee,59756.53,INR,PENDING,Mobile
T0009041,A000316,2026-05-21 03:57:21.530779,Withdrawal,125603.83,INR,SUCCESS,Online
T0009042,A001005,2026-07-23 19:34:32.530779,Transfer,222733.8,INR,SUCCESS,Online
T0009043,A000458,2026-02-09 08:36:18.530779,Withdrawal,96727.62,INR,PENDING,ATM
T0009044,A000459,2025-04-25 05:30:57.530779,Interest,121639.31,INR,SUCCESS,Mobile
T0009045,A000971,2025-08-13 13:09:21.530779,Withdrawal,148247.15,INR,FAILED,Mobile
T0009046,A000353,2025-07-09 16:57:00.530779,Withdrawal,39393.72,INR,FAILED,ATM
T0009047,A001028,2026-01-23 04:51:45.530779,Withdrawal,160454.01,INR,SUCCESS,ATM
T0009048,A001296,2025-05-19 05:12:12.530779,Payment,11095.06,INR,PENDING,Mobile
T0009049,A000308,2025-03-23 04:23:09.530779,Interest,111430.76,INR,FAILED,Online
T0009050,A000725,2026-02-12 23:06:38.530779,Fee,53607.2,INR,PENDING,ATM
T0009051,A000935,2026-08-08 02:02:11.530779,Withdrawal,6429.69,INR,PENDING,Online
T0009052,A001472,2026-03-01 02:27:57.530779,Interest,143619.14,INR,SUCCESS,ATM
T0009053,A000574,2026-07-27 04:36:32.530779,Deposit,203142.48,INR,SUCCESS,Branch
T0009054,A001234,2025-05-09 12:23:53.530779,Payment,92688.47,INR,SUCCESS,Mobile
T0009055,A001269,2025-02-19 00:33:47.530779,Withdrawal,147210.26,INR,FAILED,Online
T0009056,A000361,2024-10-17 21:29:52.530779,Fee,57703.43,INR,FAILED,Branch
T0009057,A000170,2026-03-20 12:49:06.530779,Transfer,234862.48,INR,FAILED,ATM
T0009058,A000582,2026-05-21 10:46:37.530779,Transfer,183319.83,INR,SUCCESS,Branch
T0009059,A000301,2025-05-05 17:14:32.530779,Payment,140582.32,INR,SUCCESS,Mobile
T0009060,A001092,2025-04-17 08:40:02.530779,Withdrawal,50781.44,INR,PENDING,ATM
T0009061,A001307,2025-10-05 15:43:05.530779,Interest,212403.75,INR,SUCCESS,Branch
T0009062,A000190,2026-03-28 11:49:05.530779,Withdrawal,242284.31,INR,SUCCESS,Online
T0009063,A000676,2025-01-07 13:36:23.530779,Withdrawal,28553.35,INR,FAILED,ATM
T0009064,A001423,2025-09-09 13:18:33.530779,Interest,153883.63,INR,FAILED,ATM
T0009065,A000726,2025-12-17 00:42:02.530779,Payment,26857.73,INR,FAILED,Online
T0009066,A001323,2025-09-25 22:04:42.530779,Deposit,163091.23,INR,SUCCESS,Mobile
T0009067,A000750,2025-05-09 07:53:13.530779,Payment,41807.24,INR,PENDING,ATM
T0009068,A000251,2025-08-30 00:03:08.530779,Withdrawal,83873.6,INR,PENDING,ATM
T0009069,A001448,2025-01-13 01:25:58.530779,Interest,60768.4,INR,FAILED,Online
T0009070,A000904,2024-12-08 07:54:46.530779,Withdrawal,205463.63,INR,SUCCESS,Online
T0009071,A001342,2026-07-29 22:32:59.530779,Withdrawal,33161.2,INR,SUCCESS,Branch
T0009072,A000359,2025-05-11 19:05:32.530779,Withdrawal,157720.49,INR,SUCCESS,Branch
T0009073,A001290,2026-03-25 13:46:09.530779,Fee,173959.83,INR,PENDING,Branch
T0009074,A000002,2025-11-25 07:48:59.530779,Payment,4221.66,INR,PENDING,Branch
T0009075,A001106,2025-07-07 19:13:59.530779,Payment,200619.94,INR,PENDING,Branch
T0009076,A001149,2025-08-06 15:03:21.530779,Deposit,144084.14,INR,PENDING,ATM
T0009077,A000177,2026-04-30 02:22:27.530779,Deposit,32264.14,INR,PENDING,ATM
T0009078,A000426,2026-05-08 23:05:06.530779,Fee,215106.48,INR,FAILED,Online
T0009079,A000300,2026-04-25 08:20:34.530779,Payment,92338.55,INR,SUCCESS,Branch
T0009080,A001026,2026-06-03 09:59:00.530779,Interest,99138.13,INR,PENDING,Mobile
T0009081,A000497,2024-11-15 02:24:21.530779,Interest,234589.0,INR,SUCCESS,Branch
T0009082,A000413,2025-08-16 06:36:30.530779,Withdrawal,59364.03,INR,PENDING,Branch
T0009083,A000201,2026-06-05 02:00:22.530779,Interest,139566.41,INR,FAILED,ATM
T0009084,A000152,2026-08-19 03:27:55.530779,Transfer,23375.96,INR,PENDING,Branch
T0009085,A000846,2025-07-17 08:36:30.530779,Transfer,151305.47,INR,SUCCESS,Mobile
T0009086,A000768,2026-06-18 14:33:06.530779,Fee,118153.09,INR,SUCCESS,Branch
T0009087,A000107,2026-05-11 00:06:48.530779,Fee,3792.45,INR,FAILED,Branch
T0009088,A000384,2024-09-23 06:40:42.530779,Withdrawal,104108.3,INR,PENDING,Online
T0009089,A001089,2026-03-14 17:46:40.530779,Transfer,214721.08,INR,PENDING,Mobile
T0009090,A000413,2026-04-19 02:22:24.530779,Interest,246380.17,INR,PENDING,Branch
T0009091,A000044,2025-05-29 03:42:51.530779,Transfer,53245.43,INR,PENDING,Mobile
T0009092,A001277,2025-01-01 05:17:24.530779,Interest,2137.8,INR,PENDING,ATM
T0009093,A000297,2025-03-04 17:44:18.530779,Withdrawal,184435.03,INR,SUCCESS,Branch
T0009094,A000043,2024-10-24 02:32:24.530779,Interest,242361.46,INR,FAILED,Mobile
T0009095,A001293,2026-04-15 22:08:26.530779,Withdrawal,178133.37,INR,SUCCESS,Online
T0009096,A000194,2025-01-27 22:43:56.530779,Deposit,24432.98,INR,FAILED,Online
T0009097,A000097,2024-09-25 14:32:16.530779,Interest,149917.11,INR,PENDING,ATM
T0009098,A001386,2026-04-19 16:59:01.530779,Deposit,70448.83,INR,PENDING,Mobile
T0009099,A001192,2026-09-06 00:39:06.530779,Payment,168333.43,INR,FAILED,Branch
T0009100,A000211,2025-11-30 08:12:22.530779,Deposit,12704.73,INR,FAILED,ATM
T0009101,A001223,2025-04-13 02:13:21.530779,Interest,214544.42,INR,PENDING,ATM
T0009102,A000440,2025-02-09 04:19:29.530779,Payment,81825.03,INR,SUCCESS,Mobile
T0009103,A000530,2026-01-17 02:19:23.530779,Payment,193913.71,INR,SUCCESS,ATM
T0009104,A000775,2024-10-03 16:58:22.530779,Withdrawal,49092.56,INR,SUCCESS,Branch
T0009105,A001192,2025-10-06 00:52:06.530779,Interest,68383.95,INR,FAILED,ATM
T0009106,A000171,2026-02-28 07:31:01.530779,Payment,233499.85,INR,PENDING,ATM
T0009107,A000851,2026-05-08 07:13:32.530779,Deposit,199660.97,INR,SUCCESS,Branch
T0009108,A001464,2024-12-12 15:18:46.530779,Fee,118657.76,INR,PENDING,Branch
T0009109,A000994,2025-05-06 00:33:21.530779,Withdrawal,116340.52,INR,SUCCESS,ATM
T0009110,A001117,2026-01-25 12:58:47.530779,Transfer,132706.89,INR,FAILED,Mobile
T0009111,A000910,2026-05-27 03:45:35.530779,Deposit,25653.23,INR,SUCCESS,Online
T0009112,A001166,2024-09-26 04:39:26.530779,Transfer,205931.13,INR,PENDING,Mobile
T0009113,A000476,2025-03-16 07:01:36.530779,Interest,246510.91,INR,FAILED,Branch
T0009114,A000561,2025-02-06 07:13:58.530779,Withdrawal,164177.21,INR,SUCCESS,ATM
T0009115,A000856,2025-02-01 04:40:41.530779,Transfer,19126.78,INR,SUCCESS,ATM
T0009116,A000290,2026-07-03 09:25:47.530779,Withdrawal,223526.38,INR,FAILED,Branch
T0009117,A000897,2025-10-24 11:42:57.530779,Payment,105353.87,INR,PENDING,Branch
T0009118,A001307,2025-01-08 22:27:00.530779,Withdrawal,89355.05,INR,SUCCESS,Branch
T0009119,A000619,2025-06-11 08:05:53.530779,Withdrawal,31267.32,INR,PENDING,ATM
T0009120,A001099,2025-05-18 21:54:00.530779,Fee,232990.41,INR,SUCCESS,Online
T0009121,A000892,2025-06-01 03:04:48.530779,Fee,103036.88,INR,FAILED,Branch
T0009122,A000308,2026-03-02 23:48:28.530779,Payment,166257.7,INR,PENDING,Branch
T0009123,A000708,2025-07-15 19:47:43.530779,Deposit,157490.47,INR,SUCCESS,Branch
T0009124,A000235,2025-11-28 14:58:36.530779,Withdrawal,70154.52,INR,PENDING,Branch
T0009125,A000668,2026-07-09 19:30:56.530779,Interest,146472.98,INR,FAILED,Branch
T0009126,A001155,2025-07-26 15:00:21.530779,Withdrawal,229903.73,INR,FAILED,Online
T0009127,A000328,2025-03-26 19:27:32.530779,Payment,210435.57,INR,FAILED,ATM
T0009128,A000569,2025-11-14 21:48:11.530779,Interest,136239.67,INR,FAILED,ATM
T0009129,A000777,2025-08-06 16:27:42.530779,Withdrawal,73680.64,INR,FAILED,Mobile
T0009130,A000224,2024-10-31 01:10:12.530779,Withdrawal,122642.19,INR,FAILED,Mobile
T0009131,A001495,2025-09-25 05:13:35.530779,Interest,168531.1,INR,SUCCESS,Mobile
T0009132,A001384,2026-01-29 04:07:43.530779,Transfer,43298.31,INR,SUCCESS,ATM
T0009133,A000466,2025-11-23 12:46:47.530779,Transfer,39680.7,INR,PENDING,Branch
T0009134,A000692,2026-07-03 01:40:42.530779,Payment,33711.81,INR,FAILED,Branch
T0009135,A000396,2026-04-29 19:28:35.530779,Deposit,201786.5,INR,SUCCESS,Mobile
T0009136,A000079,2024-11-09 06:25:52.530779,Transfer,47798.85,INR,SUCCESS,Branch
T0009137,A000037,2026-01-07 19:59:02.530779,Interest,7083.52,INR,SUCCESS,Mobile
T0009138,A000400,2024-12-20 12:33:00.530779,Withdrawal,61607.29,INR,PENDING,ATM
T0009139,A001254,2024-11-22 20:10:59.530779,Transfer,92687.28,INR,SUCCESS,Branch
T0009140,A000252,2025-03-04 17:06:24.530779,Fee,30945.91,INR,FAILED,Mobile
T0009141,A001095,2024-12-01 21:07:19.530779,Transfer,71297.2,INR,PENDING,Online
T0009142,A000922,2025-12-06 13:35:30.530779,Interest,95407.14,INR,PENDING,Branch
T0009143,A001254,2025-02-10 22:35:56.530779,Interest,240825.55,INR,PENDING,Branch
T0009144,A000818,2025-08-16 01:42:56.530779,Transfer,21437.17,INR,FAILED,ATM
T0009145,A000404,2025-06-03 16:46:33.530779,Payment,9401.98,INR,SUCCESS,Online
T0009146,A000745,2025-07-27 03:46:22.530779,Withdrawal,58971.51,INR,FAILED,Branch
T0009147,A000122,2026-03-15 17:22:16.530779,Deposit,1658.62,INR,PENDING,ATM
T0009148,A000115,2025-06-24 12:01:21.530779,Payment,159311.34,INR,SUCCESS,ATM
T0009149,A000817,2026-06-22 16:42:59.530779,Withdrawal,167105.07,INR,PENDING,Online
T0009150,A000664,2025-03-29 06:29:53.530779,Transfer,236471.08,INR,SUCCESS,Mobile
T0009151,A000805,2025-12-04 01:07:43.530779,Withdrawal,1526.46,INR,FAILED,Branch
T0009152,A001307,2024-11-16 04:08:31.530779,Deposit,157526.72,INR,SUCCESS,Branch
T0009153,A000487,2025-05-30 16:32:05.530779,Payment,104876.33,INR,PENDING,Online
T0009154,A000890,2025-05-25 02:43:36.530779,Fee,160718.29,INR,FAILED,Online
T0009155,A000029,2025-12-23 21:30:06.530779,Transfer,224139.56,INR,PENDING,Branch
T0009156,A000690,2024-10-12 01:02:35.530779,Transfer,147973.21,INR,SUCCESS,Online
T0009157,A000571,2026-05-10 20:31:15.530779,Fee,245106.83,INR,FAILED,ATM
T0009158,A000139,2026-06-09 21:33:13.530779,Interest,162751.46,INR,SUCCESS,ATM
T0009159,A000383,2026-06-14 01:01:05.530779,Fee,109727.76,INR,PENDING,Mobile
T0009160,A000355,2025-11-20 23:18:46.530779,Withdrawal,236108.65,INR,FAILED,ATM
T0009161,A000220,2025-12-20 10:31:15.530779,Fee,227918.26,INR,PENDING,ATM
T0009162,A001068,2026-06-30 01:00:42.530779,Interest,238185.82,INR,SUCCESS,Branch
T0009163,A000476,2025-10-18 00:20:26.530779,Payment,58311.52,INR,SUCCESS,Online
T0009164,A000161,2026-09-16 13:17:22.530779,Payment,141480.88,INR,SUCCESS,Mobile
T0009165,A000774,2025-04-10 08:28:25.530779,Withdrawal,72941.56,INR,SUCCESS,Online
T0009166,A000387,2025-06-22 07:25:24.530779,Withdrawal,185198.53,INR,FAILED,ATM
T0009167,A000767,2025-07-01 09:08:44.530779,Fee,23921.55,INR,FAILED,ATM
T0009168,A000673,2025-11-19 02:55:19.530779,Withdrawal,158915.65,INR,FAILED,Online
T0009169,A000224,2025-08-21 21:43:07.530779,Transfer,103229.13,INR,FAILED,Online
T0009170,A001416,2026-06-27 17:09:00.530779,Fee,63148.58,INR,SUCCESS,Branch
T0009171,A001415,2026-07-21 21:39:29.530779,Deposit,105953.64,INR,PENDING,Online
T0009172,A000901,2025-02-09 11:57:12.530779,Deposit,98289.12,INR,SUCCESS,Mobile
T0009173,A001127,2025-02-18 09:05:50.530779,Fee,223059.45,INR,FAILED,Online
T0009174,A000106,2025-08-05 16:45:29.530779,Payment,122100.09,INR,PENDING,Branch
T0009175,A000038,2025-08-23 00:37:39.530779,Interest,164688.58,INR,SUCCESS,Online
T0009176,A000924,2026-08-16 20:09:11.530779,Fee,111494.32,INR,PENDING,Branch
T0009177,A000912,2025-07-27 22:55:11.530779,Deposit,162890.08,INR,PENDING,Branch
T0009178,A000169,2026-07-30 00:28:28.530779,Payment,85386.65,INR,SUCCESS,Mobile
T0009179,A000844,2025-08-03 15:19:07.530779,Withdrawal,83126.45,INR,PENDING,ATM
T0009180,A000762,2024-11-24 04:33:08.530779,Deposit,105553.2,INR,SUCCESS,Online
T0009181,A000224,2025-03-18 13:20:13.530779,Transfer,44843.51,INR,SUCCESS,ATM
T0009182,A000788,2026-02-13 09:52:43.530779,Fee,121721.89,INR,FAILED,Online
T0009183,A001081,2025-04-23 14:48:08.530779,Deposit,151794.22,INR,PENDING,Online
T0009184,A000546,2026-07-08 09:26:26.530779,Interest,94103.5,INR,FAILED,Online
T0009185,A001330,2024-11-02 22:39:13.530779,Withdrawal,233114.73,INR,FAILED,Mobile
T0009186,A000915,2026-06-07 02:50:08.530779,Deposit,66728.01,INR,SUCCESS,Mobile
T0009187,A001250,2025-01-09 06:00:10.530779,Deposit,244503.89,INR,FAILED,ATM
T0009188,A000402,2024-11-28 20:40:23.530779,Payment,158344.38,INR,PENDING,Mobile
T0009189,A001427,2025-10-09 22:22:22.530779,Withdrawal,22794.2,INR,SUCCESS,ATM
T0009190,A000869,2026-05-12 08:43:19.530779,Deposit,116588.94,INR,SUCCESS,Mobile
T0009191,A000263,2026-06-20 11:43:15.530779,Deposit,239376.66,INR,PENDING,Mobile
T0009192,A000336,2026-03-31 11:54:04.530779,Withdrawal,41614.38,INR,PENDING,Mobile
T0009193,A000638,2025-01-22 01:48:51.530779,Withdrawal,212137.4,INR,SUCCESS,Online
T0009194,A000990,2025-09-26 10:44:42.530779,Fee,172918.85,INR,PENDING,Online
T0009195,A001500,2025-06-10 22:08:35.530779,Interest,171750.11,INR,PENDING,Mobile
T0009196,A000036,2024-12-09 05:45:43.530779,Payment,165294.79,INR,FAILED,Mobile
T0009197,A000635,2026-05-09 11:53:00.530779,Withdrawal,189379.42,INR,SUCCESS,ATM
T0009198,A000157,2025-09-10 22:53:22.530779,Withdrawal,208495.05,INR,PENDING,Mobile
T0009199,A001426,2026-03-22 16:06:28.530779,Fee,230194.73,INR,FAILED,Mobile
T0009200,A000898,2024-12-06 23:33:04.530779,Transfer,143019.28,INR,SUCCESS,ATM
T0009201,A000850,2026-03-14 15:51:19.530779,Transfer,44729.9,INR,SUCCESS,Online
T0009202,A000342,2024-09-26 20:43:36.530779,Deposit,208302.54,INR,SUCCESS,Branch
T0009203,A001305,2024-11-21 14:39:27.530779,Fee,186465.12,INR,PENDING,Mobile
T0009204,A000303,2025-02-18 20:12:33.530779,Transfer,14071.13,INR,SUCCESS,Branch
T0009205,A000042,2025-03-15 17:59:22.530779,Deposit,194071.91,INR,PENDING,Online
T0009206,A000352,2026-01-08 08:14:12.530779,Fee,26261.87,INR,PENDING,Branch
T0009207,A001323,2025-09-30 22:13:03.530779,Interest,180244.17,INR,FAILED,Branch
T0009208,A001032,2025-02-20 02:07:47.530779,Fee,155268.15,INR,SUCCESS,Branch
T0009209,A001317,2025-11-23 12:10:47.530779,Deposit,166011.19,INR,FAILED,ATM
T0009210,A000573,2025-10-04 07:55:29.530779,Deposit,12639.03,INR,SUCCESS,Branch
T0009211,A000170,2026-08-20 17:22:56.530779,Payment,17261.18,INR,SUCCESS,Branch
T0009212,A000480,2025-12-19 10:59:21.530779,Interest,152708.47,INR,PENDING,ATM
T0009213,A001391,2025-06-12 07:04:35.530779,Deposit,174680.13,INR,PENDING,Branch
T0009214,A001106,2024-12-25 02:06:27.530779,Payment,147667.5,INR,SUCCESS,ATM
T0009215,A000237,2025-03-15 23:10:05.530779,Fee,92590.08,INR,SUCCESS,Mobile
T0009216,A000605,2024-11-11 00:20:11.530779,Interest,236314.53,INR,PENDING,Mobile
T0009217,A000546,2025-02-27 20:36:41.530779,Payment,199339.89,INR,PENDING,Branch
T0009218,A000209,2025-11-04 22:20:12.530779,Payment,205568.56,INR,SUCCESS,Online
T0009219,A000949,2026-03-22 12:58:43.530779,Deposit,186547.16,INR,SUCCESS,Online
T0009220,A000123,2026-04-30 05:08:26.530779,Payment,57805.46,INR,PENDING,Branch
T0009221,A000736,2025-11-05 11:08:19.530779,Interest,224876.58,INR,FAILED,Online
T0009222,A000679,2026-06-05 11:39:40.530779,Payment,41366.12,INR,SUCCESS,Mobile
T0009223,A001338,2025-06-18 01:56:53.530779,Withdrawal,136647.0,INR,FAILED,Online
T0009224,A001017,2026-01-08 13:26:15.530779,Interest,227333.52,INR,PENDING,Mobile
T0009225,A000305,2026-07-16 16:48:48.530779,Payment,42661.49,INR,PENDING,Online
T0009226,A000706,2025-11-01 06:23:43.530779,Fee,173542.53,INR,SUCCESS,Mobile
T0009227,A000153,2025-01-18 12:31:50.530779,Interest,232327.17,INR,SUCCESS,Online
T0009228,A001208,2025-03-17 22:10:23.530779,Fee,45516.26,INR,PENDING,ATM
T0009229,A000193,2026-03-09 15:10:38.530779,Withdrawal,171055.01,INR,SUCCESS,Online
T0009230,A001065,2025-04-02 11:18:35.530779,Deposit,113702.13,INR,PENDING,Online
T0009231,A000189,2024-11-17 20:54:31.530779,Withdrawal,14561.05,INR,PENDING,ATM
T0009232,A000471,2025-09-04 20:33:34.530779,Fee,118987.6,INR,FAILED,Branch
T0009233,A001347,2025-05-09 18:25:25.530779,Transfer,80623.68,INR,FAILED,ATM
T0009234,A000233,2025-10-25 19:20:20.530779,Fee,104394.82,INR,SUCCESS,Mobile
T0009235,A000019,2026-08-16 01:09:00.530779,Withdrawal,216844.92,INR,SUCCESS,Branch
T0009236,A001397,2025-04-09 16:22:45.530779,Transfer,119652.5,INR,SUCCESS,Online
T0009237,A001424,2025-08-25 01:44:59.530779,Fee,207226.54,INR,PENDING,Online
T0009238,A001108,2025-12-30 17:27:08.530779,Withdrawal,53634.83,INR,FAILED,Mobile
T0009239,A000596,2025-11-14 01:45:07.530779,Interest,209470.5,INR,FAILED,Branch
T0009240,A000747,2025-06-17 12:22:03.530779,Payment,87699.63,INR,SUCCESS,Online
T0009241,A000279,2024-11-22 01:01:41.530779,Payment,216551.43,INR,PENDING,Branch
T0009242,A000972,2025-08-03 06:04:47.530779,Transfer,111174.7,INR,SUCCESS,ATM
T0009243,A000129,2026-03-09 21:06:19.530779,Withdrawal,249818.94,INR,FAILED,Mobile
T0009244,A001392,2026-06-16 02:59:11.530779,Payment,86339.63,INR,PENDING,Branch
T0009245,A000565,2026-04-24 08:32:11.530779,Payment,62951.17,INR,SUCCESS,ATM
T0009246,A000846,2026-04-07 22:58:19.530779,Payment,131634.68,INR,FAILED,Mobile
T0009247,A000739,2025-12-19 05:14:38.530779,Transfer,82809.62,INR,SUCCESS,Mobile
T0009248,A000060,2025-02-19 09:25:08.530779,Withdrawal,47161.86,INR,PENDING,Online
T0009249,A001189,2025-02-06 05:19:51.530779,Transfer,48721.19,INR,FAILED,Online
T0009250,A000220,2025-08-06 00:44:54.530779,Deposit,37221.09,INR,PENDING,Mobile
T0009251,A000238,2026-04-28 10:17:47.530779,Transfer,165761.75,INR,PENDING,Online
T0009252,A000620,2024-11-22 20:07:35.530779,Deposit,30475.84,INR,FAILED,ATM
T0009253,A000200,2026-06-20 22:30:48.530779,Fee,43815.53,INR,PENDING,Mobile
T0009254,A001160,2025-02-10 10:11:48.530779,Transfer,204566.44,INR,SUCCESS,Online
T0009255,A001434,2026-05-17 14:57:57.530779,Interest,112915.28,INR,PENDING,Mobile
T0009256,A000131,2025-07-20 22:06:30.530779,Deposit,188213.58,INR,PENDING,Mobile
T0009257,A001319,2025-07-22 16:04:36.530779,Fee,191888.91,INR,FAILED,Branch
T0009258,A000967,2025-02-13 21:34:03.530779,Transfer,186480.65,INR,FAILED,Branch
T0009259,A000005,2026-06-03 07:02:15.530779,Interest,222717.83,INR,SUCCESS,Online
T0009260,A000360,2026-01-30 19:37:15.530779,Deposit,162020.4,INR,PENDING,Mobile
T0009261,A000058,2026-01-28 21:24:34.530779,Interest,200949.26,INR,FAILED,ATM
T0009262,A000364,2025-10-27 10:00:32.530779,Fee,124949.14,INR,SUCCESS,ATM
T0009263,A000793,2025-09-29 15:31:22.530779,Withdrawal,169011.01,INR,FAILED,Branch
T0009264,A000179,2025-04-05 02:57:56.530779,Deposit,217665.03,INR,FAILED,ATM
T0009265,A000643,2026-06-08 05:59:42.530779,Fee,95718.11,INR,FAILED,ATM
T0009266,A000640,2025-11-11 10:01:02.530779,Withdrawal,30056.45,INR,SUCCESS,Online
T0009267,A000160,2025-10-07 13:29:25.530779,Withdrawal,105043.87,INR,SUCCESS,Mobile
T0009268,A001276,2025-05-19 04:43:07.530779,Interest,8665.83,INR,FAILED,Branch
T0009269,A000600,2024-09-23 18:16:02.530779,Payment,170748.26,INR,PENDING,Branch
T0009270,A000963,2025-07-21 00:39:01.530779,Withdrawal,72016.26,INR,PENDING,Online
T0009271,A000979,2025-01-09 18:08:04.530779,Fee,155383.39,INR,FAILED,Online
T0009272,A000046,2026-02-01 21:27:16.530779,Fee,199681.35,INR,PENDING,Online
T0009273,A001004,2025-08-12 05:14:40.530779,Payment,174127.48,INR,SUCCESS,ATM
T0009274,A000659,2025-03-05 17:23:36.530779,Interest,3616.61,INR,PENDING,Mobile
T0009275,A000490,2025-11-29 02:26:40.530779,Withdrawal,8973.7,INR,SUCCESS,Branch
T0009276,A000350,2025-06-02 05:21:28.530779,Withdrawal,96880.97,INR,PENDING,Online
T0009277,A000935,2026-07-09 20:35:56.530779,Fee,155787.44,INR,SUCCESS,Online
T0009278,A000054,2024-12-13 07:09:09.530779,Payment,57328.35,INR,FAILED,Branch
T0009279,A001443,2024-12-21 21:15:35.530779,Payment,114445.33,INR,SUCCESS,Branch
T0009280,A001217,2026-05-16 15:08:34.530779,Payment,131116.48,INR,FAILED,Mobile
T0009281,A001003,2025-11-04 13:15:08.530779,Deposit,189447.36,INR,SUCCESS,Branch
T0009282,A000834,2026-04-01 05:45:15.530779,Interest,172419.2,INR,PENDING,Branch
T0009283,A000912,2024-11-01 01:24:26.530779,Withdrawal,232976.48,INR,SUCCESS,Mobile
T0009284,A001368,2025-12-26 02:05:38.530779,Interest,230540.94,INR,SUCCESS,ATM
T0009285,A000910,2025-01-24 22:02:25.530779,Interest,239478.09,INR,PENDING,Branch
T0009286,A000449,2025-02-24 16:07:47.530779,Deposit,198890.79,INR,FAILED,Mobile
T0009287,A001272,2025-06-05 20:05:22.530779,Withdrawal,138582.31,INR,FAILED,Mobile
T0009288,A001065,2025-12-05 17:12:15.530779,Payment,183763.21,INR,FAILED,ATM
T0009289,A000615,2024-09-29 11:13:38.530779,Fee,87211.01,INR,PENDING,Online
T0009290,A000836,2025-01-29 00:03:29.530779,Deposit,31750.31,INR,FAILED,Branch
T0009291,A000026,2025-06-01 16:32:16.530779,Deposit,67699.39,INR,PENDING,Branch
T0009292,A001436,2026-01-28 03:06:54.530779,Interest,91816.03,INR,PENDING,Mobile
T0009293,A000201,2026-02-06 19:37:39.530779,Interest,36407.94,INR,FAILED,Mobile
T0009294,A001403,2025-04-28 19:56:28.530779,Fee,19265.57,INR,FAILED,Mobile
T0009295,A000862,2025-11-23 17:41:15.530779,Transfer,39777.68,INR,FAILED,Online
T0009296,A001449,2024-12-11 04:17:39.530779,Payment,16731.47,INR,SUCCESS,Online
T0009297,A001458,2025-02-05 18:38:00.530779,Withdrawal,119854.45,INR,FAILED,Branch
T0009298,A000392,2026-07-26 12:13:23.530779,Fee,141744.82,INR,PENDING,Mobile
T0009299,A001466,2026-02-04 15:00:26.530779,Interest,157047.38,INR,SUCCESS,Mobile
T0009300,A000332,2025-11-25 10:36:39.530779,Payment,165150.25,INR,FAILED,Branch
T0009301,A000179,2025-04-24 00:26:19.530779,Transfer,231112.03,INR,SUCCESS,ATM
T0009302,A000995,2026-07-26 04:24:34.530779,Interest,153398.81,INR,FAILED,Mobile
T0009303,A000938,2025-07-06 00:47:28.530779,Deposit,175038.5,INR,PENDING,Branch
T0009304,A000821,2025-02-12 17:05:49.530779,Payment,64927.01,INR,PENDING,ATM
